30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,
29.272400,29.964514,29.998270,29.999916,29.999996,30.000000,30.000000,30.000000,30.000000,30.000000,
28.544800,29.895273,29.993246,29.999590,29.999977,29.999998,30.000000,30.000000,30.000000,30.000000,
27.817200,29.793924,29.983524,29.998806,29.999920,29.999994,30.000000,30.000000,30.000000,30.000000,
27.089600,29.662033,29.967846,29.997295,29.999792,29.999985,30.000000,30.000000,30.000000,30.000000,
26.362000,29.501089,29.945082,29.994749,29.999546,29.999964,29.999998,30.000000,30.000000,30.000000,
25.634399,29.312508,29.914230,29.990822,29.999121,29.999922,29.999994,30.000000,30.000000,30.000000,
24.906799,29.097639,29.874405,29.985144,29.998440,29.999849,29.999987,30.000000,30.000000,30.000000,
24.179199,28.857763,29.824823,29.977325,29.997410,29.999731,29.999973,29.999998,30.000000,30.000000,
23.451599,28.594101,29.764801,29.966961,29.995924,29.999546,29.999952,29.999996,30.000000,30.000000,
22.723999,28.307814,29.693743,29.953636,29.993862,29.999269,29.999920,29.999992,30.000000,30.000000,
21.996399,28.000002,29.611137,29.936932,29.991085,29.998871,29.999868,29.999987,30.000000,30.000000,
21.268799,27.671717,29.516550,29.916430,29.987444,29.998314,29.999792,29.999977,29.999998,30.000000,
20.541199,27.323957,29.409616,29.891712,29.982775,29.997557,29.999683,29.999962,29.999996,30.000000,
19.813599,26.957672,29.290033,29.862368,29.976902,29.996550,29.999531,29.999941,29.999994,30.000000,
19.085999,26.573767,29.157560,29.827993,29.969639,29.995237,29.999321,29.999910,29.999990,30.000000,
18.358398,26.173098,29.012007,29.788197,29.960791,29.993557,29.999041,29.999868,29.999985,30.000000,
17.630798,25.756485,28.853233,29.742598,29.950150,29.991440,29.998671,29.999809,29.999977,29.999998,
16.903198,25.324705,28.681145,29.690830,29.937502,29.988810,29.998190,29.999731,29.999966,29.999996,
16.175598,24.878498,28.495687,29.632542,29.922628,29.985582,29.997576,29.999626,29.999949,29.999994,
15.447998,24.418568,28.296844,29.567398,29.905304,29.981667,29.996799,29.999489,29.999926,29.999990,
14.720398,23.945581,28.084631,29.495083,29.885298,29.976967,29.995832,29.999311,29.999895,29.999987,
13.992798,23.460178,27.859095,29.415295,29.862375,29.971378,29.994640,29.999084,29.999855,29.999981,
13.265198,22.962963,27.620308,29.327751,29.836302,29.964790,29.993185,29.998796,29.999804,29.999971,
12.537598,22.454512,27.368368,29.232191,29.806839,29.957087,29.991425,29.998438,29.999737,29.999960,
11.809998,21.935373,27.103397,29.128368,29.773750,29.948145,29.989313,29.997993,29.999651,29.999945,
11.082397,21.406067,26.825535,29.016058,29.736797,29.937838,29.986803,29.997448,29.999544,29.999926,
10.354797,20.867090,26.534939,28.895052,29.695745,29.926031,29.983839,29.996784,29.999409,29.999901,
9.627197,20.318914,26.231779,28.765163,29.650360,29.912586,29.980364,29.995983,29.999241,29.999868,
8.899597,19.761988,25.916245,28.626221,29.600412,29.897362,29.976316,29.995024,29.999035,29.999828,
8.171997,19.196737,25.588530,28.478071,29.545675,29.880209,29.971630,29.993883,29.998783,29.999777,
7.444397,18.623569,25.248844,28.320580,29.485928,29.860979,29.966234,29.992535,29.998478,29.999714,
6.716797,18.042870,24.897404,28.153629,29.420950,29.839520,29.960054,29.990950,29.998112,29.999636,
5.989197,17.455006,24.534433,27.977119,29.350534,29.815672,29.953012,29.989100,29.997673,29.999540,
5.261597,16.860327,24.160162,27.790964,29.274473,29.789278,29.945026,29.986950,29.997150,29.999424,
4.533997,16.259165,23.774826,27.595095,29.192570,29.760176,29.936010,29.984465,29.996532,29.999283,
3.806396,15.651836,23.378664,27.389458,29.104631,29.728205,29.925875,29.981607,29.995804,29.999113,
3.078796,15.038642,22.971916,27.174011,29.010473,29.693201,29.914528,29.978336,29.994951,29.998911,
2.351196,14.419868,22.554829,26.948730,28.909922,29.655001,29.901871,29.974607,29.993959,29.998669,
1.623596,13.795786,22.127645,26.713604,28.802807,29.613440,29.887804,29.970373,29.992809,29.998383,
0.895996,13.166656,21.690613,26.468630,28.688969,29.568352,29.872225,29.965586,29.991482,29.998047,
0.168396,12.532723,21.243977,26.213821,28.568254,29.519577,29.855026,29.960194,29.989956,29.997652,
0.000000,11.921495,20.789314,25.949265,28.440525,29.466951,29.836100,29.954142,29.988209,29.997192,
0.000000,11.340077,20.328470,25.675135,28.305655,29.410315,29.815334,29.947372,29.986217,29.996656,
0.000000,10.787015,19.863129,25.391680,28.163538,29.349508,29.792616,29.939825,29.983955,29.996037,
0.000000,10.260926,19.394823,25.099209,28.014090,29.284380,29.767828,29.931437,29.981394,29.995323,
0.000000,9.760495,18.924952,24.798086,27.857243,29.214777,29.740856,29.922142,29.978504,29.994503,
0.000000,9.284471,18.454781,24.488720,27.692957,29.140556,29.711578,29.911873,29.975254,29.993565,
0.000000,8.831661,17.985455,24.171553,27.521215,29.061581,29.679878,29.900558,29.971611,29.992495,
0.000000,8.400936,17.518013,23.847055,27.342024,28.977716,29.645634,29.888126,29.967539,29.991278,
0.000000,7.991218,17.053385,23.515724,27.155413,28.888842,29.608725,29.874500,29.963001,29.989899,
0.000000,7.601481,16.592409,23.178070,26.961435,28.794842,29.569031,29.859602,29.957958,29.988340,
0.000000,7.230753,16.135836,22.834616,26.760168,28.695610,29.526434,29.843353,29.952370,29.986586,
0.000000,6.878105,15.684331,22.485891,26.551708,28.591051,29.480814,29.825672,29.946190,29.984615,
0.000000,6.542656,15.238486,22.132431,26.336178,28.481079,29.432056,29.806475,29.939377,29.982409,
0.000000,6.223567,14.798823,21.774767,26.113716,28.365622,29.380045,29.785677,29.931881,29.979944,
0.000000,5.920040,14.365800,21.413427,25.884480,28.244616,29.324669,29.763193,29.923655,29.977200,
0.000000,5.631316,13.939814,21.048935,25.648647,28.118010,29.265820,29.738935,29.914646,29.974150,
0.000000,5.356674,13.521209,20.681803,25.406412,27.985764,29.203390,29.712816,29.904802,29.970768,
0.000000,5.095426,13.110278,20.312534,25.157980,27.847851,29.137280,29.684748,29.894070,29.967028,
0.000000,4.846919,12.707270,19.941622,24.903576,27.704256,29.067390,29.654638,29.882393,29.962900,
0.000000,4.610531,12.312387,19.569540,24.643433,27.554977,28.993629,29.622400,29.869713,29.958355,
0.000000,4.385673,11.925797,19.196751,24.377794,27.400024,28.915909,29.587944,29.855970,29.953362,
0.000000,4.171781,11.547629,18.823698,24.106918,27.239418,28.834145,29.551180,29.841106,29.947887,
0.000000,3.968321,11.177982,18.450811,23.831066,27.073191,28.748262,29.512022,29.825056,29.941896,
0.000000,3.774784,10.816924,18.078503,23.550510,26.901388,28.658190,29.470381,29.807758,29.935354,
0.000000,3.590685,10.464497,17.707163,23.265528,26.724066,28.563862,29.426168,29.789148,29.928225,
0.000000,3.415565,10.120716,17.337168,22.976398,26.541290,28.465219,29.379303,29.769159,29.920467,
0.000000,3.248986,9.785578,16.968872,22.683409,26.353140,28.362211,29.329699,29.747726,29.912043,
0.000000,3.090531,9.459057,16.602613,22.386845,26.159702,28.254793,29.277275,29.724783,29.902910,
0.000000,2.939804,9.141109,16.238712,22.086996,25.961075,28.142927,29.221952,29.700260,29.893026,
0.000000,2.796428,8.831676,15.877467,21.784153,25.757364,28.026583,29.163654,29.674089,29.882349,
0.000000,2.660045,8.530682,15.519160,21.478605,25.548687,27.905735,29.102304,29.646204,29.870832,
0.000000,2.530313,8.238040,15.164056,21.170641,25.335167,27.780367,29.037832,29.616533,29.858431,
